WORK_CATEGORY,ACTIVITY_NAME,STATE_NAME,IDA_NAME,WORK_DESCRIPTION,MP_NAME,FLAG,CONSTITUENCY_ID,LETTER_NO,ACTUAL_AMOUNT,Sno,CONSTITUENCY,ACTUAL_END_DATE,WORK_RECOMMENDATION_DTL_ID,WORK_ID,AVERAGE_RATING,FILE_STATUS,ATTACH_ID,Total_Amt
Normal/Others,"WS/MP777/2024-2025/136687-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Village-Jhuppa men ravindra ke makaan se lekar mahipal Sharma ke makaan ki ore CC road & naali nirman, 73 meter",Mahesh Sharma,3,478,LN/MP777/2024-2025/15,998358.0,65,GAUTAM BUDDHA NAGAR,09-Sep-2025,136687,62779,0.0,True,1647073,
Normal/Others,"WS/MP777/2024-2025/136695-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Samaspur Dankaur mandal me Krishna Bansal ke makaan se lekar mohan baba mandir ki ore CC road & naali nirman, 103 meter",Mahesh Sharma,3,478,LN/MP777/2024-2025/15,998154.0,66,GAUTAM BUDDHA NAGAR,09-Sep-2025,136695,62780,0.0,True,1647193,
Normal/Others,"WS/MP777/2024-2025/136694-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Chiti men Giriraj ke makaan se lekar rajesh sharma ke makaan ki ore interlocking & naali nirman, 83 meter",Mahesh Sharma,3,478,LN/MP777/2024-2025/15,998067.0,67,GAUTAM BUDDHA NAGAR,09-Sep-2025,136694,62781,0.0,True,1647180,
Normal/Others,"WS/MP777/2024-2025/136693-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Kanarsi Dankaur me harikishan ke makaan se lekar mahri ke makaan ki ore interlocking & naali nirman, 75 meter",Mahesh Sharma,3,478,LN/MP777/2024-2025/15,997341.0,68,GAUTAM BUDDHA NAGAR,09-Sep-2025,136693,62784,0.0,True,1647166,
Normal/Others,"WS/MP777/2024-2025/136692-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Mangrauli men satveer ke ghar se lekar rajendra ke ghar ki ore CC road & naali nirman, 90 meter",Mahesh Sharma,3,478,LN/MP777/2024-2025/15,996363.0,69,GAUTAM BUDDHA NAGAR,09-Sep-2025,136692,62786,0.0,True,1647152,
Normal/Others,"WS/MP777/2024-2025/136691-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Kasna men 6 pratishat plot men C Block se lekar 19 D ki ore CC road  & naali nirman, 35 meter",Mahesh Sharma,3,478,LN/MP777/2024-2025/15,533454.0,70,GAUTAM BUDDHA NAGAR,09-Sep-2025,136691,62787,0.0,True,1647136,
Normal/Others,"WS/MP777/2024-2025/136696-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Vilaspur men Rampur road se lekar merry Dairy ki ore interlocking & naali nirman, 91 meter",Mahesh Sharma,3,478,LN/MP777/2024-2025/15,906023.0,71,GAUTAM BUDDHA NAGAR,09-Sep-2025,136696,62788,0.0,True,1647123,
Normal/Others,WS/MP18152/2024-2025/137632-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school Dana Romana,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/3,84500.0,72,FARIDKOT(SC),07-Apr-2025,137632,62792,0.0,,,
Normal/Others,WS/MP18152/2024-2025/137634-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school Ratti Rori Tibbian,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/3,84500.0,73,FARIDKOT(SC),07-Apr-2025,137634,62794,0.0,,,
Normal/Others,WS/MP18152/2024-2025/137639-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/3,84500.0,74,FARIDKOT(SC),07-Apr-2025,137639,62797,0.0,,,
Normal/Others,WS/MP18152/2024-2025/137638-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school Balbir Basti,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/3,84500.0,75,FARIDKOT(SC),07-Apr-2025,137638,62798,0.0,,,
Normal/Others,WS/MP18152/2024-2025/137636-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/3,84500.0,76,FARIDKOT(SC),07-Apr-2025,137636,62800,0.0,,,
Normal/Others,"WS/MP18278/2024-2025/137687-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM SULAUNI ME C.C. ROAD NIRMARAN (RADHELAL GHAR SE SULIPALI KI ORE),KAMLESH JANGDE,3,89,LN/MP18278/2024-2025/8,800000.0,77,JANJGIR CHAMPA(SC),14-Nov-2024,137687,62902,0.0,True,860619,
Normal/Others,"WS/MP18278/2024-2025/137689-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM ANDA ME C.C. ROAD NIRMARAN ( ASHOK KI KHET SE AAGE KI ORE),KAMLESH JANGDE,3,89,LN/MP18278/2024-2025/8,999633.0,78,JANJGIR CHAMPA(SC),25-Nov-2024,137689,62903,0.0,True,889394,
Normal/Others,"WS/MP18278/2024-2025/137679-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),GRAM SONIYAPATH ME C.C. ROAD NIRMARAN (SHYAM LAL BHAINA GHAR SE NADI KI ORE),KAMLESH JANGDE,3,89,LN/MP18278/2024-2025/7,999941.0,79,JANJGIR CHAMPA(SC),28-Oct-2024,137679,63320,0.0,True,821668,
Normal/Others,WS/MP18278/2024-2025/134670-Construction of boundary walls of existing public and community buildings,Chhattisgarh,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),Construction of community building in the Muslim locality.,KAMLESH JANGDE,3,89,LN/MP18278/2024-2025/5,598982.0,80,JANJGIR CHAMPA(SC),14-Nov-2024,134670,63323,0.0,True,860514,
Normal/Others,"WS/MP18278/2024-2025/137680-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),GRAM DURPA ME C.C. ROAD NIRMARAN (DAURAM SIDAR GHAR SE CHHEDI LAL GHAR KI ORE),KAMLESH JANGDE,3,89,LN/MP18278/2024-2025/7,984661.0,81,JANJGIR CHAMPA(SC),19-Nov-2024,137680,63328,0.0,True,871943,
Normal/Others,"WS/MP18278/2024-2025/134673-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),CC Road- From Jogiram house to Teejram house. ,KAMLESH JANGDE,3,89,LN/MP18278/2024-2025/5,499906.0,82,JANJGIR CHAMPA(SC),03-Dec-2024,134673,63642,0.0,True,912139,
Normal/Others,WS/MP18278/2024-2025/134630-Construction of boundary walls of existing public and community buildings,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),Construction of boundary walls ,KAMLESH JANGDE,3,89,LN/MP18278/2024-2025/5,1000000.0,83,JANJGIR CHAMPA(SC),31-Dec-2024,134630,63726,0.0,True,990632,
Normal/Others,WS/MP18152/2024-2025/141223-Street lights,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Street lights at Gram Panchayat Kothe pakka no 1,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,100000.0,84,FARIDKOT(SC),07-Apr-2025,141223,63980,0.0,,,
Normal/Others,WS/MP18152/2024-2025/141195-Street lights,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Street lights,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,200000.0,85,FARIDKOT(SC),07-Apr-2025,141195,63981,0.0,,,
Normal/Others,WS/MP18152/2024-2025/141192-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,150000.0,86,FARIDKOT(SC),07-Apr-2025,141192,63983,0.0,,,
Normal/Others,WS/MP18152/2024-2025/141197-Street lights,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Street lights,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,200000.0,87,FARIDKOT(SC),07-Apr-2025,141197,63984,0.0,,,
Normal/Others,WS/MP18152/2024-2025/141224-Street lights,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Street lights,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,200000.0,88,FARIDKOT(SC),07-Apr-2025,141224,63985,0.0,,,
Normal/Others,WS/MP18152/2024-2025/141217-Street lights,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Street lights,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,200000.0,89,FARIDKOT(SC),07-Apr-2025,141217,63986,0.0,,,
Normal/Others,WS/MP18152/2024-2025/141213-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places at Gram panchayat Nawan Mehmuana,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,150000.0,90,FARIDKOT(SC),07-Apr-2025,141213,63987,0.0,,,
Normal/Others,WS/MP18152/2024-2025/141204-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,150000.0,91,FARIDKOT(SC),07-Apr-2025,141204,63990,0.0,,,
Normal/Others,WS/MP18152/2024-2025/141199-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,150000.0,92,FARIDKOT(SC),07-Apr-2025,141199,63991,0.0,,,
Normal/Others,WS/MP18152/2024-2025/141202-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,150000.0,93,FARIDKOT(SC),07-Apr-2025,141202,63992,0.0,,,
Normal/Others,WS/MP18152/2024-2025/141201-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,150000.0,94,FARIDKOT(SC),07-Apr-2025,141201,63994,0.0,,,
Normal/Others,WS/MP18152/2024-2025/141200-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,150000.0,95,FARIDKOT(SC),07-Apr-2025,141200,63995,0.0,,,
Normal/Others,WS/MP18152/2024-2025/141208-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,150000.0,96,FARIDKOT(SC),07-Apr-2025,141208,63996,0.0,,,
Normal/Others,WS/MP18152/2024-2025/141209-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,150000.0,97,FARIDKOT(SC),07-Apr-2025,141209,63999,0.0,,,
Normal/Others,WS/MP18152/2024-2025/141210-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,150000.0,98,FARIDKOT(SC),07-Apr-2025,141210,64000,0.0,,,
Normal/Others,WS/MP18152/2024-2025/141211-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,150000.0,99,FARIDKOT(SC),07-Apr-2025,141211,64001,0.0,,,
Normal/Others,WS/MP18152/2024-2025/141207-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,150000.0,100,FARIDKOT(SC),07-Apr-2025,141207,64003,0.0,,,
Normal/Others,WS/MP18152/2024-2025/141206-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,150000.0,101,FARIDKOT(SC),07-Apr-2025,141206,64004,0.0,,,
Normal/Others,WS/MP18152/2024-2025/141205-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,150000.0,102,FARIDKOT(SC),07-Apr-2025,141205,64006,0.0,,,
Normal/Others,WS/MP18152/2024-2025/141215-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places at Gram panchayat Pakka no 4,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,150000.0,103,FARIDKOT(SC),07-Apr-2025,141215,64007,0.0,,,
Normal/Others,WS/MP18152/2024-2025/141212-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,150000.0,104,FARIDKOT(SC),07-Apr-2025,141212,64008,0.0,,,
Normal/Others,WS/MP18152/2024-2025/141214-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places at Gram panchayat Pakka no 1,SARABJEET SINGH KHALSA,3,330,LN/MP18152/2024-2025/6,150000.0,105,FARIDKOT(SC),07-Apr-2025,141214,64009,0.0,,,
Normal/Others,WS/MP393/2024-2025/140635-Street lights,Tamil Nadu,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),thirupuvanam town panchayat (mplads 2022-23) 16th ward chinna muthumariamman kovil near mini mast light ,Shri Karti P Chidambaram ,3,394,LN/MP393/2024-2025/55,500000.0,106,SIVAGANGA,24-Sep-2024,140635,64010,0.0,True,729506,
Normal/Others,"WS/MP18336/2024-2025/135505-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),"CC road nirman, kirtu verma ke byara se main road tak, Village Sontara, Block Tilda, Dist Raipur",BRIJMOHAN AGRAWAL,3,93,LN/MP18336/2024-2025/1,1000000.0,107,RAIPUR,29-May-2025,135505,64070,0.0,True,1396878,
Normal/Others,"WS/MP18336/2024-2025/135506-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),"CC road nirman, Rakesh ke ghar se Hemnath ke ghar tak, Gram Janjgira, Block Tilda, Dist Raipur",BRIJMOHAN AGRAWAL,3,93,LN/MP18336/2024-2025/1,1000000.0,108,RAIPUR,29-May-2025,135506,64073,0.0,True,1396940,
Normal/Others,WS/MP18153/2024-2025/137282-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. primary School Sodhi Nagar (Capacity 500 Ltrs),SHER SINGH GHUBAYA,3,325,LN/MP18153/2024-2025/2,232297.0,109,FIROZPUR,30-Dec-2024,137282,64096,0.0,,,
Normal/Others,WS/MP18153/2024-2025/137281-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Bhamba Landa (Capacity 500 Ltrs),SHER SINGH GHUBAYA,3,325,LN/MP18153/2024-2025/2,232415.0,110,FIROZPUR,30-Dec-2024,137281,64098,0.0,,,
Normal/Others,WS/MP18153/2024-2025/137280-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. High School Sodhi Nagar (Capacity 500 Ltrs),SHER SINGH GHUBAYA,3,325,LN/MP18153/2024-2025/2,232062.0,111,FIROZPUR,30-Dec-2024,137280,64099,0.0,,,
Normal/Others,WS/MP18153/2024-2025/137279-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Sodhe Wala (Capacity 500 Ltrs),SHER SINGH GHUBAYA,3,325,LN/MP18153/2024-2025/2,232415.0,112,FIROZPUR,18-Mar-2025,137279,64100,0.0,,,
Normal/Others,WS/MP18153/2024-2025/137278-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. High School Kot Karor Kalan (Capacity 500 Ltrs),SHER SINGH GHUBAYA,3,325,LN/MP18153/2024-2025/2,232650.0,113,FIROZPUR,30-Dec-2024,137278,64101,0.0,,,
Normal/Others,WS/MP18153/2024-2025/137286-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Middal School Sulhani (Capacity 500 Ltrs),SHER SINGH GHUBAYA,3,325,LN/MP18153/2024-2025/2,232767.0,114,FIROZPUR,07-Jan-2025,137286,64102,0.0,,,
Normal/Others,WS/MP18153/2024-2025/137285-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Sen. Sec. (Girls) School Mamdot (Capacity 500 Ltrs),SHER SINGH GHUBAYA,3,325,LN/MP18153/2024-2025/2,232767.0,115,FIROZPUR,30-Dec-2024,137285,64103,0.0,,,
Normal/Others,WS/MP18153/2024-2025/137284-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Jawahar Singh Wala (Capacity 500 Ltrs),SHER SINGH GHUBAYA,3,325,LN/MP18153/2024-2025/2,231710.0,116,FIROZPUR,30-Dec-2024,137284,64104,0.0,,,
Normal/Others,WS/MP18153/2024-2025/137283-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary  School Bhure Kalan (Capacity 500 Ltrs),SHER SINGH GHUBAYA,3,325,LN/MP18153/2024-2025/2,232497.0,117,FIROZPUR,08-Jan-2025,137283,64105,0.0,,,
Normal/Others,WS/MP18153/2024-2025/137292-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. High School Wahge wala (Capacity 500 Ltrs),SHER SINGH GHUBAYA,3,325,LN/MP18153/2024-2025/2,232650.0,118,FIROZPUR,30-Dec-2024,137292,64106,0.0,,,
Normal/Others,WS/MP18153/2024-2025/137291-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Middal School Jamitpur Dheru (Capacity 500 Ltrs),SHER SINGH GHUBAYA,3,325,LN/MP18153/2024-2025/2,231240.0,119,FIROZPUR,30-Dec-2024,137291,64107,0.0,,,
Normal/Others,WS/MP18153/2024-2025/137290-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Jamitpur Dheru(Capacity 500 Ltrs),SHER SINGH GHUBAYA,3,325,LN/MP18153/2024-2025/2,232650.0,120,FIROZPUR,30-Dec-2024,137290,64108,0.0,,,
Normal/Others,WS/MP18153/2024-2025/137289-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Ferozeshah (Capacity 500 Ltrs),SHER SINGH GHUBAYA,3,325,LN/MP18153/2024-2025/2,232297.0,121,FIROZPUR,30-Dec-2024,137289,64109,0.0,,,
Normal/Others,WS/MP18153/2024-2025/137288-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Adarsh Sen. Sec. School Bukan Khan wala (Capacity 500 Ltrs),SHER SINGH GHUBAYA,3,325,LN/MP18153/2024-2025/2,232532.0,122,FIROZPUR,30-Dec-2024,137288,64110,0.0,,,
Normal/Others,WS/MP18153/2024-2025/137287-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Middal School Lohgarh (Capacity 500 Ltrs),SHER SINGH GHUBAYA,3,325,LN/MP18153/2024-2025/2,233002.0,123,FIROZPUR,30-Dec-2024,137287,64112,0.0,,,
Normal/Others,WS/MP18153/2024-2025/137293-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),"Installation of RO System At Govt. Primary School Basti Ram Lal 
 (Maste Ke)(Capacity 500 Ltrs)",SHER SINGH GHUBAYA,3,325,LN/MP18153/2024-2025/2,231827.0,124,FIROZPUR,30-Dec-2024,137293,64113,0.0,,,
Normal/Others,WS/MP18153/2024-2025/135257-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Primary School Village Sher Khan Wala,SHER SINGH GHUBAYA,3,325,LN/MP18153/2024-2025/1,232180.0,125,FIROZPUR,30-Dec-2024,135257,64114,0.0,,,
Normal/Others,WS/MP18153/2024-2025/135256-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Middle School Village Mahalam,SHER SINGH GHUBAYA,3,325,LN/MP18153/2024-2025/1,232415.0,126,FIROZPUR,30-Dec-2024,135256,64115,0.0,,,
Normal/Others,WS/MP18153/2024-2025/135255-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Primary School Village Ale Wala,SHER SINGH GHUBAYA,3,325,LN/MP18153/2024-2025/1,232062.0,127,FIROZPUR,30-Dec-2024,135255,64116,0.0,,,
